front,source,query,id,doi,year,title,first_author
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7161090191,,2026,Slum Detection and Density Mapping with AlphaEarth Foundations: A Representation Learning Evaluation Across 12 Global Cities,Shuyang Hou
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7135200389,10.5194/egusphere-egu26-14736,2026,Scalable Mapping of Urban Green Cooling Services Using AlphaEarth Foundations,Hanyu Li
F3-contexto-espacial-fm,openalex,AlphaEarth Foundations embeddings evaluation,W7161204501,,2026,AlphaEarth Satellite Embeddings for Modelling Climate Sensitive Diseases Towards Global Health Resilience,Usman Nazir
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3027225766,10.3390/rs12101662,2020,A Spatial-Temporal Attention-Based Method and a New Dataset for Remote Sensing Image Change Detection,Hao Chen
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3114720220,10.1109/tgrs.2020.3043267,2020,Attention-Based Adaptive Spectral–Spatial Kernel ResNet for Hyperspectral Image Classification,Swalpa Kumar Roy
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4200503226,10.1016/j.rse.2021.112831,2021,"Mapping of crop types and crop sequences with combined time series of Sentinel-1, Sentinel-2 and Landsat 8 data for Germany",Lukas Blickensdörfer
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3047317383,10.3390/rs12152495,2020,Deep Learning for Land Use and Land Cover Classification Based on Hyperspectral and Multispectral Earth Observation Data: A Review,Ava Vali
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W2944165510,10.48550/arxiv.1905.05055,2019,Object Detection in 20 Years: A Survey,Zhengxia Zou
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4282579661,10.1016/j.ccell.2022.05.009,2022,Spatially resolved multi-omics deciphers bidirectional tumor-host interdependence in glioblastoma,Vidhya M. Ravi
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3135028703,10.1007/s42979-021-00592-x,2021,"Machine Learning: Algorithms, Real-World Applications and Research Directions",Iqbal H. Sarker
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W2946046457,10.3390/rs11101238,2019,Object-Based Land Cover Classification of Cork Oak Woodlands using UAV Imagery and Orfeo ToolBox,Giandomenico De Luca
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3035060554,10.48550/arxiv.2006.07733,2020,Bootstrap your own latent: A new approach to self-supervised Learning,Jean-Bastien Grill
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3024007459,10.1109/tgrs.2020.2973363,2020,Nonlocal Graph Convolutional Networks for Hyperspectral Image Classification,Lichao Mou
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4293004892,10.1038/s41586-022-05113-1,2022,Fos ensembles encode and shape stable spatial maps in the hippocampus,Noah L. Pettit
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4280563474,10.3390/rs14102385,2022,Deep Learning-Based Object Detection Techniques for Remote Sensing Images: A Survey,Zheng Li
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4364323147,10.1109/access.2023.3266093,2023,"Object Detection Using Deep Learning, CNNs and Vision Transformers: A Review",Ayoub Benali Amjoud
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4405446156,10.3390/computers13120336,2024,"The YOLO Framework: A Comprehensive Review of Evolution, Applications, and Benchmarks in Object Detection",Momina Liaqat Ali
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W2996948100,10.3390/rs12010076,2019,Dimensionality Reduction and Feature Selection for Object-Based Land Cover Classification based on Sentinel-1 and Sentinel-2 Time Series Using Google Earth Engine,Oliver Stromann
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4385495695,10.1007/s44196-023-00302-w,2023,Statistical Analysis of Design Aspects of Various YOLO-Based Deep Learning Models for Object Detection,Uddagiri Sirisha
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W3083485545,10.1109/access.2020.3021508,2020,"Exploring Deep Learning-Based Architecture, Strategies, Applications and Current Trends in Generic Object Detection: A Comprehensive Review",Lubna Aziz
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4395447370,10.1109/access.2024.3393835,2024,An Improved YOLOv8 to Detect Moving Objects,Mukaram Safaldin
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4390826350,10.3390/rs16020327,2024,Remote Sensing Object Detection in the Deep Learning Era—A Review,Shengxi Gui
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4311726887,10.48550/arxiv.2212.07784,2022,RTMDet: An Empirical Study of Designing Real-Time Object Detectors,Chengqi Lyu
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4213124617,10.3390/rs14040871,2022,Deep Learning-Based Change Detection in Remote Sensing Images: A Review,Ayesha Shafique
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4289792395,10.1016/j.rse.2022.113198,2022,Multi-sensor spectral synergies for crop stress detection and monitoring in the optical domain: A review,Katja Berger
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4322761329,10.1016/j.aiia.2023.02.004,2023,Fruit ripeness classification: A survey,Matteo Rizzo
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4224269597,10.3390/rs14091956,2022,CCTNet: Coupled CNN and Transformer Network for Crop Segmentation of Remote Sensing Images,Hong Wang
F3-contexto-espacial-fm,openalex,spatial context object based post-classification smoothing crop map,W4382202677,10.1609/aaai.v37i11.26538,2023,TrOCR: Transformer-Based Optical Character Recognition with Pre-trained Models,Minghao Li
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3194508523,10.1016/j.ecolmodel.2021.109692,2021,Spatial cross-validation is not the right way to evaluate map accuracy,Alexandre M.J.‐C. Wadoux
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3036199858,10.1016/j.neuroimage.2020.117038,2020,Generative modeling of brain maps with spatial autocorrelation,Joshua B. Burt
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2794916302,10.1016/j.ecolmodel.2019.06.002,2019,Hyperparameter tuning and performance assessment of statistical and machine-learning algorithms using spatial data,Patrick Schratz
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3085784695,10.1038/s41467-020-18321-y,2020,Spatial validation reveals poor predictive performance of large-scale ecological mapping models,Pierre Ploton
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4288079944,10.1051/0004-6361/201833910,2020,Planck 2018 results,N. Aghanim
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4283215250,10.1016/j.ophoto.2022.100018,2022,Spatially autocorrelated training and validation samples inflate performance assessment of convolutional neural networks,Teja Kattenborn
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4224299127,10.3390/ijgi11040242,2022,Incorporating Spatial Autocorrelation in Machine Learning Models Using Spatial Lag and Eigenvector Spatial Filtering Features,Xiaojian Liu
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4378647911,10.1016/j.jag.2023.103364,2023,Spatial+: A new cross-validation method to evaluate geospatial machine learning models,Yanwen Wang
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4309625838,10.1016/j.resconrec.2022.106767,2022,Spatial-temporal heterogeneity of ecosystem service interactions and their social-ecological drivers: Implications for spatial planning and management,Hao Xia
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2910355480,10.3390/rs11020185,2019,Evaluation of Sampling and Cross-Validation Tuning Strategies for Regional-Scale Machine Learning Classification,Christopher A. Ramezan
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4229048457,10.1016/j.ecoinf.2022.101665,2022,Dealing with clustered samples for assessing map accuracy by cross-validation,Sytze de Bruin
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4400177915,10.1186/s40068-024-00352-9,2024,Random forest and spatial cross-validation performance in predicting species abundance distributions,Ciza Arsène Mushagalusa
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2885995093,10.1186/s41610-019-0118-3,2019,Residual spatial autocorrelation in macroecological and biogeographical modeling: a review,Guetchine Gaspard
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2982679941,10.1016/j.envres.2019.108869,2019,Spatial dimensions of the influence of urban green-blue spaces on human health: A systematic review,S.M. Labib
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2952297896,10.1016/j.envint.2019.104934,2019,"A comparison of linear regression, regularization, and machine learning algorithms to develop Europe-wide spatial models of fine particles and nitrogen dioxide",Jie Chen
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4366824339,10.1038/s41593-023-01299-3,2023,Functional brain networks reflect spatial and temporal autocorrelation,Maxwell Shinn
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3132150883,10.1126/sciadv.aaz5236,2021,Spatial heterogeneity and environmental predictors of permafrost region soil organic carbon stocks,Umakant Mishra
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3165827221,10.1101/gr.271288.120,2021,Characterizing spatial gene expression heterogeneity in spatially resolved single-cell transcriptomic data with nonuniform cellular densities,Brendan Miller
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2941774662,10.1002/ecm.1370,2019,A comprehensive evaluation of predictive performance of 33 species distribution models at species and community levels,Anna Norberg
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3161349658,10.1111/2041-210x.13628,2021,ENMeval 2.0: Redesigned for customizable and reproducible modeling of species’ niches and distributions,Jamie M. Kass
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4206133298,10.1109/twc.2021.3139384,2022,Deep-Learning-Based Spatial–Temporal Channel Prediction for Smart High-Speed Railway Communication Networks,Tao Zhou
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W3003960167,10.1111/ecog.04890,2020,Testing whether ensemble modelling is advantageous for maximising predictive performance of species distribution models,Tianxiao Hao
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W4281491879,10.1016/j.envint.2022.107304,2022,How does new-type urbanization affect air pollution? Empirical evidence based on spatial spillover effect and spatial Durbin model,Zhao Chang
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2910713426,10.1126/sciadv.aat4858,2019,Standards for distribution models in biodiversity assessments,Miguel B. Araújo
F3-contexto-espacial-fm,openalex,spatial cross-validation spatial autocorrelation model evaluation,W2996969240,10.1038/s41597-019-0345-6,2020,Depth-to-bedrock map of China at a spatial resolution of 100 meters,Fapeng Yan
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3177828909,10.1038/s41586-021-03819-2,2021,Highly accurate protein structure prediction with AlphaFold,John Jumper
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4386697749,10.1038/s41586-023-06555-x,2023,A foundation model for generalizable disease detection from retinal images,Yukun Zhou
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4398201291,10.1038/s41586-024-07441-w,2024,A whole-slide foundation model for digital pathology from real-world data,Hanwen Xu
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W2915594101,10.3390/s19051058,2019,CropDeep: The Crop Vision Dataset for Deep-Learning-Based Classification and Detection in Precision Agriculture,Yangyang Zheng
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4402220065,10.1038/s41586-024-07894-z,2024,A pathology foundation model for cancer diagnosis and prognosis prediction,Xiyue Wang
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3155966371,10.1109/access.2021.3069646,2021,Plant Disease Detection and Classification by Deep Learning—A Review,Lili Li
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3215626407,10.48550/arxiv.2111.11432,2021,Florence: A New Foundation Model for Computer Vision,Lu Yuan
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W2616247523,10.1007/s11263-019-01228-7,2019,Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization,Ramprasaath R. Selvaraju
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4390060493,10.1038/s41598-023-49989-z,2023,Global birdsong embeddings enable superior transfer learning for bioacoustic classification,Burooj Ghani
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4400889241,10.1038/s41591-024-03141-0,2024,A foundation model for clinical-grade computational pathology and rare cancers detection,Eugene Vorontsov
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4386142022,10.1007/s12559-023-10179-8,2023,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,Vikas Hassija
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3122028341,10.1109/jstars.2021.3133021,2021,Hyperspectral Image Classification—Traditional to Deep Models: A Survey for Future Prospects,Muhammad Ahmad
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3128776197,10.3390/rs13030498,2021,Spatial-Spectral Transformer for Hyperspectral Image Classification,Xin He
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W2940726923,10.1016/j.isprsjprs.2019.04.015,2019,Deep learning in remote sensing applications: A meta-analysis and review,Lei Ma
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3022140654,10.1109/jstars.2020.3005403,2020,"Remote Sensing Image Scene Classification Meets Deep Learning: Challenges, Methods, Benchmarks, and Opportunities",Gong Cheng
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4401397240,10.1038/s41591-024-03185-2,2024,A generalist vision–language foundation model for diverse biomedical tasks,Kai Zhang
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3138725786,10.1016/j.neucom.2021.03.035,2021,A survey: Deep learning for hyperspectral image classification with few labeled samples,Sen Jia
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4366091323,10.1007/s10462-023-10466-8,2023,"Deep learning modelling techniques: current progress, applications, advantages, and challenges",Shams Forruque Ahmed
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4313577028,10.3390/diagnostics13020178,2023,Vision-Transformer-Based Transfer Learning for Mammogram Classification,Gelan Ayana
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4390650730,10.1007/s10462-023-10631-z,2024,Deep learning models for digital image processing: a review,R Archana
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4205555581,10.1049/ipr2.12397,2022,Tomato leaf disease classification by exploiting transfer learning and feature concatenation,Mehdhar S. A. M. Al-Gaashani
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3120697286,10.1109/access.2020.3048415,2020,Machine Learning Applications for Precision Agriculture: A Comprehensive Review,Abhinav Sharma
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4225868104,10.1007/s00439-021-02411-y,2021,Embeddings from protein language models predict conservation and variant effects,Céline Marquet
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W3114720220,10.1109/tgrs.2020.3043267,2020,Attention-Based Adaptive Spectral–Spatial Kernel ResNet for Hyperspectral Image Classification,Swalpa Kumar Roy
F3-contexto-espacial-fm,openalex,foundation model embeddings crop type classification transferability,W4391855109,10.1109/access.2024.3365742,2024,"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",Mohaimenul Azam Khan Raiaan
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4402901320,10.1057/s41599-024-03611-3,2024,Large language models empowered agent-based modeling and simulation: a survey and perspectives,Chen Gao
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4292779060,10.4230/lipics.giscience.2023.43,2023,"Aion Framework: Dimensional Emergence of AI Consciousness, Observer-Induced Collapse, and Cosmological Portal Dynamics",Rivo Kaugeranna
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W3003667836,10.1109/access.2020.2970143,2020,"Digital Twin: Values, Challenges and Enablers From a Modeling Perspective",Adil Rasheed
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4409203322,10.1080/17538947.2025.2480268,2025,Evaluating large language models on geospatial tasks: a multiple geospatial task benchmarking study,Liuchang Xu
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W2982691905,10.1016/j.buildenv.2019.106508,2019,Ten questions on urban building energy modeling,Tianzhen Hong
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W3164994716,10.1016/j.enbuild.2021.111073,2021,"Review of urban building energy modeling (UBEM) approaches, methods and tools using qualitative and quantitative analysis",Usman Ali
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4404310887,10.48550/arxiv.2410.18792,2024,An LLM Agent for Automatic Geospatial Data Analysis,Yuxing Chen
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4406643700,10.1016/j.jag.2025.104368,2025,Towards the next generation of Geospatial Artificial Intelligence,Gengchen Mai
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4410769477,10.1080/17538947.2025.2509812,2025,Chain-of-programming (CoP): empowering large language models for geospatial code generation task,Shuyang Hou
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4285043263,10.3390/ijgi11070385,2022,GeoAI for Large-Scale Image Analysis and Machine Vision: Recent Progress of Artificial Intelligence in Geography,Wenwen Li
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W3010317630,10.3390/ijgi9030146,2020,A Review of Geospatial Semantic Information Modeling and Elicitation Approaches,Margarita Kokla
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4393002303,10.1145/3653070,2024,On the Opportunities and Challenges of Foundation Models for GeoAI (Vision Paper),Gengchen Mai
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4388685466,10.48550/arxiv.2311.07226,2023,Large Language Models for Robotics: A Survey,Fanlong Zeng
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W3079760979,10.1016/j.compag.2020.105709,2020,Crop yield prediction using machine learning: A systematic literature review,Thomas van Klompenburg
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4409881395,10.1080/17538947.2025.2497489,2025,GIS Copilot: towards an autonomous GIS agent for spatial analysis,Temitope Akinboyewa
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W7124808448,10.1080/20964471.2026.2615511,2026,GeoJSON agents: a multi-agent LLM architecture for geospatial analysis—function calling vs. code generation,Qianqian Luo
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W2973710071,10.1007/s13753-019-00233-1,2019,Forest Fire Susceptibility Modeling Using a Convolutional Neural Network for Yunnan Province of China,Guoli Zhang
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4392224283,10.48550/arxiv.2402.16142,2024,From Text to Transformation: A Comprehensive Review of Large Language Models' Versatility,Pravneet Kaur
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W3042542258,10.1016/j.scs.2020.102408,2020,Urban building energy modeling (UBEM) tools: A state-of-the-art review of bottom-up physics-based approaches,Martina Ferrando
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4415131607,10.1111/tgis.70135,2025,GeoAnalystBench : A GeoAI Benchmark for Assessing Large Language Models for Spatial Analysis Workflow and Code Generation,Qianheng Zhang
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W3189885690,10.1016/j.egyai.2021.100106,2021,Semantic 3D City Database — An enabler for a dynamic geospatial knowledge graph,Arkadiusz Chadzynski
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4411804834,10.3390/ijgi14070256,2025,AutoGEEval: A Multimodal and Automated Evaluation Framework for Geospatial Code Generation on GEE with Large Language Models,Huayi Wu
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4414311642,10.1108/jd-03-2025-0082,2025,Benchmarking large language models for handwritten text recognition,Giorgia Crosilla
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W2984563403,10.1007/978-981-32-9915-3_7,2019,Geospatial Information Visualization and Extended Reality Displays,Arzu Çöltekin
F4-copiloto-llm-eo,openalex,large language model agent geospatial analysis benchmark,W4404782812,10.18653/v1/2024.emnlp-main.498,2024,A Comprehensive Survey of Scientific Large Language Models and Their Applications in Scientific Discovery,Yu Zhang
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W2940726923,10.1016/j.isprsjprs.2019.04.015,2019,Deep learning in remote sensing applications: A meta-analysis and review,Lei Ma
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4362519158,10.3390/rs15071860,2023,Transformers in Remote Sensing: A Survey,Abdulaziz Amer Aleissaee
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3082766779,10.1109/jstars.2020.3021052,2020,Google Earth Engine Cloud Computing Platform for Remote Sensing Big Data Applications: A Comprehensive Review,Meisam Amani
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3088162569,10.1109/jstars.2020.3026724,2020,Support Vector Machine Versus Random Forest for Remote Sensing Image Classification: A Meta-Analysis and Systematic Review,Mohammadreza Sheykhmousa
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4406488712,10.1007/s10462-024-11100-x,2025,"Deep learning and computer vision in plant disease detection: a comprehensive review of techniques, models, and trends in precision agriculture",Abhishek Upadhyay
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W2964535757,10.1109/access.2019.2932609,2019,Internet-of-Things (IoT)-Based Smart Agriculture: Toward Making the Fields Talk,Muhammad Ayaz
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W2943781490,10.1093/nsr/nwz058,2019,Deep neural network for remote-sensing image interpretation: status and perspectives,Jiayi Li
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3109998321,10.1109/tgrs.2021.3093977,2021,Multiattention Network for Semantic Segmentation of Fine-Resolution Remote Sensing Images,Rui Li
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4298148810,10.1016/j.aiia.2022.09.007,2022,Deep learning based computer vision approaches for smart agricultural applications,V. G. Dhanya
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3209915885,10.3390/rs13214387,2021,Boost Precision Agriculture with Unmanned Aerial Vehicle Remote Sensing and Edge Intelligence: A Survey,Jia Liu
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3037640242,10.1109/access.2020.3008036,2020,Deep Learning for Change Detection in Remote Sensing Images: Comprehensive Review and Meta-Analysis,Lazhar Khelifi
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4393159564,10.1609/aaai.v38i6.28393,2024,SkyScript: A Large and Semantically Diverse Vision-Language Dataset for Remote Sensing,Zhecheng Wang
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4385436442,10.48550/arxiv.2307.15266,2023,RSGPT: A Remote Sensing Vision Language Model and Benchmark,Yuan Hu
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3019464069,10.1016/j.aiia.2020.04.002,2020,Implementation of artificial intelligence in agriculture for optimisation of irrigation and application of pesticides and herbicides,Tanha Talaviya
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4390826350,10.3390/rs16020327,2024,Remote Sensing Object Detection in the Deep Learning Era—A Review,Shengxi Gui
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4387402974,10.1016/j.jag.2023.103497,2023,RS-CLIP: Zero shot remote sensing scene classification via contrastive vision-language supervision,Li Xiang
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3137572916,10.1109/lgrs.2021.3063381,2021,Multistage Attention ResU-Net for Semantic Segmentation of Fine-Resolution Remote Sensing Images,Rui Li
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3003667836,10.1109/access.2020.2970143,2020,"Digital Twin: Values, Challenges and Enablers From a Modeling Perspective",Adil Rasheed
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4386142022,10.1007/s12559-023-10179-8,2023,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,Vikas Hassija
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4400081502,10.3390/rs16132355,2024,Change Detection Methods for Remote Sensing in the Last Decade: A Comprehensive Review,Guangliang Cheng
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W3028964554,10.1016/j.jafr.2020.100033,2020,A critical review on computer vision and artificial intelligence in food industry,Vijay Kakani
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W2995946162,10.1016/j.compind.2020.103187,2020,Agri-food 4.0: A survey of the supply chains and technologies for the future agriculture,Mario Lezoche
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4213147678,10.1109/access.2019.2909530,2019,Unmanned Aerial Vehicles (UAVs): A Survey on Civil Applications and Key Research Challenges,Hazim Shakhatreh
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4386050676,10.3390/rs15164112,2023,A Review of Practical AI for Remote Sensing in Earth Sciences,Bhargavi Janga
F4-copiloto-llm-eo,openalex,vision language model agriculture remote sensing benchmark,W4367598041,10.3390/app13095521,2023,Comparing Vision Transformers and Convolutional Neural Networks for Image Classification: A Literature Review,José Maurício
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4416035916,10.18653/v1/2025.findings-emnlp.45,2025,Mitigating Geospatial Knowledge Hallucination in Large Language Models: Benchmarking and Dynamic Factuality Aligning,Shengyuan Wang
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4413286386,10.3390/ijgi14080314,2025,Generative AI for Geospatial Analysis: Fine-Tuning ChatGPT to Convert Natural Language into Python-Based Geospatial Computations,Zachary Sherman
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4416118075,10.1109/mgrs.2025.3645852,2026,Remote Sensing Retrieval-Augmented Generation: Bridging remote sensing imagery and comprehensive knowledge with a multimodal dataset and retrieval-augmented generation model,Congcong Wen
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4403580375,10.48550/arxiv.2410.09738,2024,Can Large Language Models Generate Geospatial Code?,Shuyang Hou
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4410637100,10.1145/3701716.3715870,2025,Retrieval and Structuring Augmented Generation with LLMs for Web Applications,Yizhu Jiao
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4409147473,10.1186/s12942-025-00391-0,2025,"The generative revolution: AI foundation models in geospatial health—applications, challenges and future research",Bernd Resch
